name,Unnamed: 0,survey,survey_location,id,limit,year,speed,latitude,longitude
CENTRAL KIALLA ROAD,43441.5,10742.0,2209.5,9825.5,100.0,2013.0,102.880207419,-36.60132669,145.4663497
CENTRE DANDENONG ROAD,183591.5,18652.0,1.5,11361.0,60.0,2012.0,59.1688021418,-37.96665246,145.0659692
CENTRE ROAD,168274.5,17613.25,2162.75,10567.625,60.0,2011.5,58.3959505609,-37.95567608,145.150839825
CHAPEL STREET,88538.8333333,13286.3333333,6749.16666667,10152.1666667,60.0,2009.66666667,48.5742361613,-37.11479604,144.5218732
CHAPPLE STREET,18509.5,10167.0,1169.5,12894.0,70.0,2013.0,56.9526041748,-36.13072077,146.8982224
CHARL,62968.3426966,11760.0561798,4441.94382022,9202.47191011,79.3258426966,2012.0,70.0574437579,-36.579017712,143.277277953
CHENERY STREET,140874.5,15019.0,9599.4893617,13576.9787234,50.0,2011.0,50.2998404605,-37.05595252,146.0921033
CHERRY TREE ROAD,37855.5,10650.0,2019.5,8141.5,100.0,2012.0,87.2237840747,-38.58375992,146.8756526
CHILTERN-HOWLONG ROAD,71218.1285714,12413.9428571,5362.64285714,9848.0,87.4285714286,2012.31428571,91.3440087169,-36.0316207403,146.618398094
CHILTERN-RUTHERGLEN ROAD,47324.5,10824.0,2373.51162791,9725.44186047,100.0,2013.0,95.2558138645,-36.13837776,146.5913071
CHURCH ROAD,104681.5,14061.0,7839.5,8136.5,60.0,2012.0,59.7727343839,-38.55613328,146.6760165
CHURCHILL AVE,119507.5,14545.0,8717.5,9963.0,60.0,2011.0,61.0315364999,-37.78512307,144.8675362
CHURCHILL AVENUE,97021.5,13655.0,7000.5,13892.5,60.0,2005.0,56.3958333333,-37.78629427,144.8618417
CIVIC DRIVE,122617.5,14593.0,8783.5,31231.5,60.0,2011.0,44.2391667565,53.70782913,53.708110405
CLARENDON STREET,180567.5,18610.0,1.5,13896.0,50.0,2011.0,38.166093687,-37.80984437,144.9836472
CLARKE ROAD,183975.5,18656.0,1.5,13897.5,50.0,2011.0,58.6345053316,-37.96984655,145.1416524
CLAY,95389.5,13622.0,6934.5,11049.0,60.0,2006.5,45.7958332297,-37.92599453,145.1195536
CLEGG ROAD,92609.5,13553.0,6794.5,10937.5,60.0,2011.0,70.7205208536,-37.78242075,145.4172316
CLUNES ROAD,126629.5,14731.0,9039.5,9214.0,70.0,2011.0,64.9746354819,-37.41396323,143.8919566
CLUNES-CRESWICK ROAD,98386.4368421,13564.4,7472.64210526,9267.89473684,89.8947368421,2012.0,76.2267097856,-37.3278513891,143.821757855
CLYDE-FIVE WAYS ROAD,190711.5,18808.0,1.5,9178.5,80.0,2012.0,88.2089580686,-38.14356326,145.3222082
COBB HIGHWAY,20279.5,10189.0,1228.5,6613.0,60.0,2012.0,56.173437476,-36.12374723,144.7530253
COBDEN-PORT CAMPBELL ROAD,56141.7857143,11745.9340659,4506.87912088,8573.48901099,100.0,2012.0,94.9392164349,-38.4862905301,143.038691749
COBDEN-S,32655.5,10498.0,1704.5,8450.5,100.0,2012.0,102.855206804,-38.32841283,143.306957
COBDEN-SCOTTS CREEK ROAD,65177.5,12192.0,5508.5,8461.0,80.0,2013.0,94.9614584464,-38.33612701,143.0533184
COBDEN-TERANG ROAD,30090.5,10465.0,1630.5106383,8336.57446809,100.0,2012.0,100.427127433,-38.32215056,143.0209953
COBDEN-WARRNAMBOOL ROAD,116000.5,14814.0,804.0,8474.0,100.0,2012.5,101.587499359,-38.39189448,142.89982735
COBRAM-KOONOOMOO ROAD,83072.5,12669.0,5497.5,9776.5,80.0,2012.5,83.5188801889,-35.90673768,145.61388755
COBRAMROAD,42289.5,10726.0,2177.5,9778.5,100.0,2013.0,97.0651038476,-35.93538066,145.6318822
COBURNS ROAD,178308.5,18211.5,1.5,13910.75,90.0,2013.0,80.3244788432,-37.66308993,144.568261
COCHRANE STREET,182055.5,18632.0,1.5,13915.5,50.0,2011.0,49.8807032305,-37.89953418,144.9989758
COCHRANES ROAD,122713.5,14594.0,8785.5,31404.5,60.0,2011.0,61.4451562763,-37.943729965,145.0730011
COHUNA-KOONDROOK ROAD,72423.5,12462.0,6050.5,9640.0,100.0,2012.0,100.724562269,-35.73257583,144.1602823
COHUNA-LEITCHVILLE ROAD,33498.5,10520.0,1750.51162791,9526.0,100.0,2012.0,99.3995905119,-35.8266997,144.2213052
COHUNA-MCMILLANS ROAD,103966.679775,13782.2022472,6186.33707865,9702.51685393,80.6741573034,2011.51685393,75.6542413692,-35.8110745569,144.21571993
COLAC ROAD,174963.5,18444.0,1.5,22508.3333333,63.3333333333,2012.33333333,68.2570312817,22.6398489583,83.4786741083
COLAC-BALLARAT ROAD,87145.2659574,13413.7659574,6011.44148936,8731.95212766,94.8936170213,2012.5106383,88.7867018617,-38.0004066088,143.685567661
COLAC-FORREST ROAD,118071.227273,14897.9090909,827.761363636,8163.80681818,89.7727272727,2012.0,81.7612217123,-38.5139019203,143.706123272
COLCHESTER ROAD,111739.5,14421.0,8470.5,13918.0,70.0,2011.0,67.1432551544,-37.81713026,145.3051013
COLERAINE-BALMORAL ROAD,147396.5,15562.0,1.48780487805,9052.85365854,95.0,2012.0,97.8499993093,-37.5376544334,141.702053005
COLERAINE-EDENHOPE ROAD,101018.1,13787.9125,3720.34375,8995.99375,100.0,2012.7375,96.0492963303,-37.2008900811,141.544712977
COLERAINE-MERINO ROAD,68207.5,12293.0,5712.5,31443.5,100.0,2012.0,94.2202203988,-37.67580639,141.6609627
COLLINS STREET,147933.5,15706.0,1.5,8323.0,90.0,2012.0,56.9598956899,-38.16630584,144.5772264
COMBIENBAR ROAD,63489.5,12102.0,5328.5,8015.5,100.0,2011.0,73.7407349128,-37.58240097,148.9441188
COMMERCIAL ROAD,117552.5,14505.0,5990.0,9937.41666667,63.3333333333,2010.0,57.2459591925,-38.2813846258,146.25995275
COMMERCIAL STREET,155488.5,16956.25,4523.5,7203.375,60.0,2012.0,55.9249674777,-36.3410950325,142.5990875
CONDAH-COLERAINE ROAD,147519.5,15574.9756098,1.51219512195,31447.4878049,100.0,2013.0,99.395121341,-37.7758802763,141.698341785
CONDON STREET,27075.5,10329.5,1511.5,9067.0,60.0,2011.0,63.1222396886,-36.773870995,144.30502495
CONNESS STREET,158132.5,17358.0,1.51063829787,9735.59574468,60.0,2011.0,62.6528190451,-36.14772156,146.6033913
COOLART ROAD,119317.5,14542.0,8711.5,10590.0,90.0,2012.0,88.0994271436,-38.25670505,145.1460385
COOPER STREET,114333.5,14464.0,8556.5,20536.5,70.0,2011.0,60.1414845581,-37.650630615,145.011258
CORAGULAC-BEEAC ROAD,31561.5,10485.0,1678.5,11645.5,100.0,2012.0,83.2585937181,-38.31096317,143.5276629
CORANGAMITE STREET,170500.5,17141.5,4637.0,8400.5,55.0,2013.0,40.8143228889,-38.345002225,143.58434665
CORDITE AVE/CANNING ST/MILITARY RD/MILLEARA ROAD,97093.5,13658.0,7006.0,16585.0,60.0,2005.0,59.4375,-37.75832484,144.8603346
CORINELLA ROAD,76941.5,12678.0,6480.5,11737.0,80.0,2013.0,82.2838540867,-38.42500159,145.4505467
CORIO QUAY ROAD,131021.5,14867.0,9301.5,11575.0,70.0,2013.0,63.6046874523,-38.10425619,144.3601469
CORIO STREET,176641.5,18541.0,1.5,13946.5,60.0,2012.0,49.4098957776,-38.17819659,144.3451007
COSTER STREET,141541.5,15026.0,9613.5,10024.0,60.0,2011.0,56.0980987149,-36.55521948,145.9930032
COTHAM ROAD,95773.5,13628.0,6946.5,11740.5,60.0,2006.0,52.4562500119,-37.80988854,145.0566447
COWES-RHYLL ROAD,140205.5,15010.0,9581.5,13958.0,80.0,2012.0,75.7796874844,-38.46365389,145.2520831
CRAIGIEBURN ROAD,155577.5,17004.0,2325.83333333,12714.1666667,63.3333333333,2008.66666667,64.7623349957,-37.6011374383,144.960806967
CRANBOURNE ROAD,170134.5,17605.75,1227.5,10813.5,77.5,2012.0,75.6750780344,-38.14865351,145.195496775
CRANBOURNE-FRANKS,151700.5,16580.75,3957.75,8256.0,70.0,2012.0,77.572656274,-38.122323705,145.2484836
CRESWICK ROAD,83642.3,13195.0,2401.1,12219.5,76.0,2012.2,63.4260416747,-37.455791298,143.89154711
CRESWICK-NEWSTEAD ROAD,126724.5,14732.0,9041.5106383,8848.57446809,60.0,2012.0,50.7925531304,-37.19711086,143.9980036
CROMIE STREET,94045.5,13593.0,6876.5,11962.0,60.0,2012.0,50.7182292542,-36.62903202,142.6308982
CUDGEWA-TINTALDRA ROAD,75671.5,12620.0,6364.475,9753.0,100.0,2012.0,94.9015621668,-36.1611986,147.8035587
CUMMING AVENUE,201271.5,19119.0,1.525,9036.1,60.0,2012.0,50.8240625144,-35.98023551,142.9179345
CURDIE STREET,200517.5,19111.0,1.5,8445.5,60.0,2012.0,41.0153647268,-38.32699295,143.0633157
CURLEWIS STREET,56139.5,11112.0,2950.5,12805.0,60.0,2011.0,47.3846354886,-35.33747602,143.5606077
CURR ROAD,53595.5,10987.0,2682.5,9726.0,100.0,2011.0,96.2341138901,-36.42900454,144.9836857
CUTHBERT STREET,154323.5,17272.0,1.5,11737.0,50.0,2012.0,57.9192709922,-38.41693879,145.4362418
DAL,115113.5,14451.0,8529.5,10443.0,70.0,2008.0,65.9277213217,-37.66196168,145.0315132
DANDENONG ROAD,186491.5,18686.5,1.5,12040.5,80.0,2011.0,73.3636585723,-37.920864225,145.13746865
DANDENONG-HASTINGS ROAD,102542.166667,14185.5,3233.83333333,5617.0,93.3333333333,2011.83333333,96.1045784553,-38.1414418333,145.228574567
DARLING,79473.5769231,12607.3956044,5359.04395604,8808.15384615,80.2197802198,2012.0,78.8920326219,-37.6245442135,142.948327466
DARTMOOR-HAMIL,97713.4352518,13526.3884892,4097.84172662,23994.4244604,100.0,2012.33093525,98.4100714057,-37.819112444,141.674032876
DARTMOUTH ROAD,63946.5,12123.0,5370.48648649,7976.13513514,100.0,2012.0,79.930405385,-36.52176952,147.3700117
DAVIS STREET,121103.5,15233.0,2323.0,10368.5,60.0,2012.0,59.9274737936,-38.160814975,146.2266059
DAWSON STREET,120995.5,14575.0,8775.5,13987.5,60.0,2011.0,53.5138020719,-37.7701961,144.9470888
DAYLESFORD ROAD,152627.5,17242.0,1.47727272727,9370.72727273,80.0,2012.0,91.9039769157,-37.19143751,144.3717798
DAYLESFORD-TRENTHAM ROAD,103337.5,14005.0,7729.5,9135.0,80.0,2012.0,83.9846352736,-37.34146975,144.1586113
DEAKIN AVENUE,151601.5,17046.0,9457.5,6977.0,50.0,2012.0,46.9802083174,-34.188517545,142.158477
DEANS MARSH ROAD,201719.5,19124.0,1.5,11837.0,40.0,2012.0,45.5598958732,-38.53036483,143.978986
DEANS MARSH-LORNE ROAD,77278.5,12687.0,6498.51162791,11956.0697674,100.0,2012.0,88.7514532226,-38.41183142,143.8912513
DECAMPO DRIVE,17204.5,10138.0,1100.4893617,10370.4255319,100.0,2013.0,91.2792547105,-38.1925435,146.3262557
DEDDICK RIVER ROAD,63832.5,12117.0,5358.44827586,7578.89655172,100.0,2012.0,77.0273273719,-37.0988022,148.2592819
DEDERANG ROAD,132253.5,14895.0,9357.5,9999.5,80.0,2013.0,99.983592866,-36.35091714,146.8699664
DEER PARK BYPASS,171604.833333,18193.6666667,1.66666666667,30399.6666667,100.0,2011.66666667,98.0136272896,-37.7950044,144.763420633
DEER PARK BYPASS NW  BD,172227.5,18259.0,1.0,30393.0,100.0,2013.0,89.9124999046,-37.78823174,144.748536
DERBY ROAD,125863.5,14692.0,8961.5,9617.0,100.0,2012.0,51.1501040459,-37.057014495,143.7291857
DERRIL ROAD,119133.5,14539.0,8705.5,14002.5,85.0,2011.0,76.218124946,-38.24236677,145.1064171
DEVON ROAD,77029.5,12679.0,6482.5,11762.5,100.0,2012.0,102.498123501,-38.17435941,144.2254833
DIAMOND CREEK ROAD,117933.5,14517.0,8662.5,11118.0,80.0,2011.0,70.8613022767,-37.67866108,145.1242304
DIGGERS REST-COIMADAI ROAD,11061.5,1402.0,324.5,11262.0,100.0,2012.0,85.5340104898,-37.61631677,144.5329885
DIMBOOLA ROAD,151229.5,16921.0,9883.5,6319.0,60.0,2011.0,61.5978124535,-36.7088541,142.1929317
DIMBOOLA-RAINBOW ROAD,150343.682927,16665.1890244,3621.79268293,8622.51219512,89.3902439024,2012.70731707,91.6777432946,-36.2764990288,142.014040453
DINGLEY ARTERIA,208931.5,19399.0,1.5,31619.5,100.0,2013.0,80.7341146071,-37.988962,145.1540865
DOCKLANDS HIGHWAY,52389.5,10943.0,2588.5,31155.5,60.0,2009.0,62.1184713046,-37.80604311,144.9072754
DOHERTYS ROAD,120611.5,14558.5,8730.0,14014.0,85.0,2011.0,84.2916141251,-37.82525441,144.75191065
DOMAIN ROAD,181143.5,18618.0,1.5,30256.5,50.0,2011.0,37.6278907158,-37.834529875,144.985466
DON STREET,93196.5,13434.0,5616.5,12451.0,60.0,2011.5,58.6582292719,-36.75925412,144.2685127
DONALD ROAD,101228.5,13914.0,7533.5106383,7167.44680851,80.0,2012.0,80.1473405309,-36.24601778,142.4074354
DONALD-MUR,164981.5,17452.0,1.47727272727,9085.88636364,80.0,2013.0,94.607386242,-36.41478565,142.6887887
DONALD-STAWELL ROAD,62311.1341463,11697.0731707,4318.97560976,9086.92682927,100.0,2012.0,98.5745419291,-36.8227748752,142.823687682
DONALD-SWAN HILL ROAD,48191.4318182,11356.0,3703.05681818,9278.00568182,100.0,2012.0,97.6651623678,-35.9631150475,143.211712799
DONNYBROOK ROAD,126341.5,14715.0,9007.5,30891.5,60.0,2011.0,94.6735149247,-37.53631087,144.911171
DONNYBROOK ROAD E  BD,99293.5,13782.0,7248.0,30891.0,100.0,2011.0,87.9064064029,-37.54467758,144.9890589
DONNYBROOK ROAD W   BD,99341.5,13782.0,7249.0,30892.0,100.0,2011.0,79.4354166983,-37.54467851,144.9890678
DOOEN ROAD,193671.5,18894.0,1.5,13196.5,60.0,2011.0,57.8088542021,-36.70865081,142.2090706
DOOKIE-DEVENISH ROAD,46775.5,10818.0,2361.5,9796.5,100.0,2013.0,99.1415750676,-36.34436456,145.8664389
DOOKIE-NALINGA ROAD,133618.570588,14913.3882353,9394.28235294,9858.23529412,82.1176470588,2012.55294118,96.2407349541,-36.3597382736,145.668110649
DOOKIE-SHEPPAR,46682.5,10817.0,2359.5106383,9903.40425532,100.0,2013.0,99.6191479693,-36.36411763,145.5035275
DOOKIE-VIOLET,16734.5,10133.0,1087.51219512,9675.12195122,100.0,2012.0,98.2859754345,-36.46370719,145.7312071
DORSET ROAD,96680.1666667,11219.6666667,3019.5,10932.0,63.3333333333,2010.33333333,66.2141343156,-37.84427314,145.286572233
DOUGLAS PARADE,100749.5,13908.0,7521.5,14027.5,50.0,2012.0,50.6028907102,-37.84729445,144.8921265
DOVE,170645.5,18144.5,1.5,31019.5,60.0,2012.0,47.7549479405,-37.562067685,143.854729
DOWNEY STREET,142021.5,15032.0,9625.5,10302.0,57.5,2013.0,56.4005208412,-37.191653385,145.70941455
DOWNING STREET,113237.5,14444.0,8516.45,31135.45,100.0,2011.0,55.7503747939,-37.79151481,144.6421903
DOYLES ROAD,57494.1666667,11757.0,3926.83333333,11909.0,80.0,2012.66666667,82.3156249785,-36.4007514,145.431818133
DROUIN-KORUMBURRA ROAD,51323.5,10896.0,2507.5,10525.0,100.0,2012.0,103.113564805,-38.19009101,145.8171785
DRUMMOND STREET,124815.5,14629.0,8851.5,9100.0,60.0,2012.0,53.1985242497,-37.5655490567,143.8465872
DRYBURGH STREET,7895.5,1100.0,1.5,8656.5,60.0,2009.0,53.0880798501,-37.80356349,144.9433941
DRYSDALE ROAD,148029.5,15712.0,1.5,8323.0,100.0,2013.0,91.6192708016,-38.17161592,144.43500535
DUKE STREET,23881.5,10265.0,1380.5,7383.0,60.0,2011.0,61.8089059984,-37.07038648,144.2266279
DUMOSA-QUAMBA,72340.5,12460.0,6046.48648649,9496.13513514,100.0,2012.0,103.347972251,-35.81780733,143.3652254
DUNKELD-CAVENDISH ROAD,74227.5,12531.0,6188.525,9095.95,100.0,2013.0,98.623124219,-37.53789214,142.0604394
DUNLOP STREET,199469.5,19100.0,1.5,7440.0,60.0,2012.0,66.1765625477,-38.08069005,142.804307
DUNOLLY ROAD,69729.5,12379.0,5884.47619048,9490.33333333,100.0,2013.0,86.9377977735,-36.82285147,143.6981046
DUNOLLY-EDDING,36883.5,10634.0,1984.5,9244.0,100.0,2012.0,87.8800589682,-36.86817729,143.7466725
DURHAM OX ROAD,72508.5,12465.0,6056.53846154,10049.7692308,100.0,2012.0,80.2628206104,-36.05681137,144.1081329
DURHAM OX-PYRAMID ROAD,131640.5,14885.0,9337.51282051,9787.28205128,80.0,2012.0,86.2678845726,-36.09711148,143.9984828
EAGLEHAWK ROAD,71900.5,12364.25,4945.75,8821.125,65.0,2011.5,57.8990624646,-36.7468039,144.262770375
EASTERN FREEWAY,3843.02941176,9.0,3165.82352941,14261.1764706,100.0,2012.0,93.6038602941,-37.7935396153,145.096840676
EASTERN FREEWAYOFFRAMP,3079.80769231,9.0,3028.84615385,7312.30769231,100.0,2005.92307692,78.2308197755,-37.7917426808,145.089337746
EASTERN FREEWAYONRAMP,3040.64285714,9.0,3027.21428571,8431.92857143,100.0,2005.78571429,75.777444987,-37.79272023,145.095865679
EASTFIELD ROAD,118941.5,14531.0,8689.5,31323.5,60.0,2011.0,58.2086458405,-37.8128986,145.2844051
EASTLINK,4593.38235294,9.0,3227.70588235,21667.2647059,100.0,2012.0,95.3829656863,-37.9230442059,145.202581965
EASTLINK FREEWAY,4775.5,9.0,3361.5,31485.5,100.0,2012.0,97.8333333333,-38.087982,145.16479815
EASTLINK FREEWAY INDIRECT OFFRAMP,196423.5,18994.0,1.0,30355.0,80.0,2012.0,70.4593749046,-38.09657014,145.1480829
EASTLINK FREEWAY ONRAMP,196375.5,18993.0,1.0,30348.0,80.0,2012.0,61.4937498567,-38.09834654,145.1470891
ECHUCA-MITIAMO ROAD,116664.688406,14395.6811594,3837.24637681,9603.29710145,100.0,2011.99275362,98.9156327424,-36.2032815915,144.456245993
ECHUCA-MOOROOPNA ROAD,94991.5,13671.6666667,1932.16666667,9715.5,100.0,2012.66666667,97.617621196,-36.28684635,145.225234633
EDENHOPE-PENOLA ROAD,132274.5,15652.0,2966.98888889,9285.0,90.0,2012.5,89.7876383452,-37.088803505,141.11281345
EDGAR STREET,150277.5,16543.0,1.5,5922.0,60.0,2012.0,58.8119790552,-38.13408661,141.6295667
EDGARS ROAD,183399.5,18647.0,1.5,20538.5,70.0,2011.0,65.5532550616,-37.65702532,145.0064861
EDGECOMBE ROAD,137817.5,14983.0,9527.5,8818.0,60.0,2012.0,64.3109374843,-37.23914715,144.4646362
EDWARDES STREET,114717.5,14468.0,8564.5,14074.5,60.0,2011.0,41.543958187,-37.71562261,144.9995201
EDWARDS STREET,140013.5,15008.0,9577.5,9787.0,60.0,2013.0,55.051562508,-36.34891973,146.31573715
ELEVENTH STREET,149353.5,16175.0,4878.5,9193.75,67.5,2012.0,58.5504166285,-34.187087685,142.15443375
ELGIN ROAD,146839.5,15151.0,9859.5,7369.0,60.0,2012.0,64.3391404744,-37.05103439,143.7248815
ELIZABETH STREET,124250.248252,15166.9440559,3255.38461538,9389.27272727,60.0,2011.33566434,55.1072288794,-36.8198684214,143.412656604
ELLIOTT AVE,743.5,9.0,437.5,8665.5,100.0,2012.0,99.9973958333,-37.79091,144.94085
ELMORE-RAYWOOD ROAD,103979.071429,13714.4285714,7765.74025974,9749.0,89.8701298701,2012.0,90.163149053,-36.4937373721,144.33335547
ELTHAM-YARRA GLEN ROAD,98313.5,13716.5,7120.5,10944.5,80.0,2008.0,75.9191925725,-37.66814376,145.2720449
EPPING ROAD,179615.5,18600.0,1.5,10062.5,100.0,2011.0,101.765987117,-37.58770599,145.0333915
EPPING-KILMORE ROAD,120523.5,15144.0,1948.5,10056.0,75.0,2012.5,78.3065102696,-37.350111295,145.02059505
ERNST WANKE ROAD,121665.5,14583.0,8699.5,14109.5,60.0,2011.0,60.9273437068,-37.99601728,145.30753695
ETTRICK-TYRENDARRA ROAD,77819.5,12710.0,6542.5,8845.5,100.0,2012.0,99.1822905121,-38.15465497,141.7733708
EUROA-ARCADIA ROAD,133312.5,14914.0,9395.5106383,9718.06382979,80.0,2012.0,103.451594938,-36.61656679,145.4711814
EUROA-MANSFIELD ROAD,16069.5,10125.0,1066.5,10036.0,100.0,2013.0,91.9776037555,-36.96665731,145.7042392
EVERGREEN ROAD,132610.5,14901.0,9369.5106383,10384.5957447,80.0,2013.0,82.3550533133,-38.69794643,145.8559427
EXETER ROAD,120419.5,14559.0,8745.5,14117.5,60.0,2011.0,39.8515365123,-37.7704404,145.2928492
EXFORD ROAD,190039.5,18792.0,1.5,14118.5,100.0,2013.0,84.5390625797,-37.732814,144.5764112
FAIRBAIRN ROAD,187735.5,18749.0,1.5,10269.5,80.0,2011.0,67.3011975285,-37.81092946,144.8178345
FARNSWORTH AVE/FISHER PDE,111475.5,14418.0,8465.0,15543.0,60.0,2011.0,62.5202081998,-37.78964107,144.9026768
FARRELL STREET,92801.5,13574.0,6838.5,12451.0,60.0,2011.0,53.3506772128,-35.07068212,142.3190028
FAULKNERS ROAD,113161.5,14443.0,8514.47222222,31137.4722222,100.0,2011.0,79.1877078481,-37.79168576,144.6238494
FEDERATION DRIVE,166481.5,17624.0,1.5,11256.0,80.0,2011.0,73.5911718604,-37.681617885,144.6008612
FEDERATION WAY,75544.5,12440.0,5098.5,10328.0,100.0,2013.0,97.3330721826,-36.180123855,146.386678
FERRARS STREET,200805.5,19114.0,1.5,8683.0,60.0,2012.0,57.083593567,-37.90181797,143.7223694
FERRIS ROAD,190519.5,18806.0,1.5,14136.5,70.0,2013.0,77.322916746,-37.7036131,144.6023531
FIFTEENTH STREET,133477.5,15989.5,3421.0,12451.0,70.0,2013.0,63.401041607,-34.2308286925,142.1651928
FIRMINS LANE,88853.5,12849.5,5845.5,13533.0,80.0,2012.0,88.580742041,-38.251085465,146.45903175
FISH CREEK-FOSTER ROAD,13910.5,10089.0,986.489361702,10375.0851064,100.0,2012.0,98.9621530043,-38.69274588,146.1207318
FISH CREEK-YANAKIE ROAD,37456.9028777,11058.7841727,1943.11510791,10454.971223,93.2374100719,2012.0,81.5897390992,-38.7564066096,146.146678091
FISHER PDE/FARNSWORTH AVE,111427.5,14418.0,8464.0,5304.0,60.0,2011.0,63.3978644615,-37.78965006,144.9026518
FISHER STREET,199756.5,19103.0,1.48936170213,8276.95744681,60.0,2012.0,57.702393735,-38.11810616,144.6561272
FITZGERALD ROAD,191095.5,18812.0,1.5,30788.5,60.0,2011.0,54.1517708498,-37.79049364,144.7904665
FITZROY STREET,95197.5,13620.0,6930.5,11754.5,60.0,2006.0,49.4437499842,-37.85899982,144.9786606
FITZSIMONS LANE,8759.5,1137.0,82.0,11634.0,80.0,2009.0,79.1509263516,-37.74395077,145.1365014
FLINDERS STREET,147215.5,15347.0,1.5,7335.0,50.0,2012.0,40.8781250716,-38.26883785,144.6603901
FLOWERDALE ROAD,110473.5,14360.0,8349.5,10958.0,100.0,2012.0,88.4978381003,-37.43181083,145.2464304
FOOTE STREET,192687.5,18873.0,2.0,14877.0,60.0,2011.0,50.8358855644,-37.295443,144.9461281
FOOTSCRAY ROAD,7991.5,1102.0,7.5,5501.0,75.0,2009.5,66.0547156933,-37.80949249,144.93522425
FOREST ROAD,97981.5,13683.0,7056.5,11769.0,60.0,2013.0,57.9130207699,-38.03067985,144.3949367
FOREST ROADOUT RMAP,130901.5,14866.0,9300.0,30723.0,80.0,2012.0,75.6583333017,-38.05600102,144.3885382
FOREST STREET,136389.5,14967.0,9495.5,9353.0,60.0,2012.0,56.793229103,-37.35435095,144.524595
FORREST ROAD,130949.5,14866.0,9301.0,30722.0,80.0,2012.0,74.6364582381,144.3833422,-38.06359615
FORREST-APOLLO BAY ROAD,28781.5,10449.0,1596.5,8431.5,100.0,2012.0,80.2071430113,-38.59120077,143.7047851
FORSYTH ROAD,167151.5,17689.0,1.5,11760.0,80.0,2013.0,65.156770865,-37.87088929,144.7359135
FOSTER STREET,178463.5,18565.0,1.5,12199.0,60.0,2012.0,50.981250008,-38.111599055,147.0628291
FOSTER-PROMON,12896.5,10073.0,954.489361702,11739.4255319,100.0,2012.0,94.5538018409,-38.66985202,146.1941178
FOXHOW ROAD,31281.5,10482.0,1670.5,8751.5,100.0,2012.0,100.392706866,-38.17760303,143.2185286
FRANCIS STREET,209411.5,19406.0,1.5,5501.0,60.0,2013.0,61.368229131,-37.818481445,144.86610415
FRANKS,126581.673913,14767.2173913,2930.95652174,14710.4347826,81.7391304348,2011.56521739,76.1247795388,-38.1399877422,145.181506243
FULLARD ROAD,190423.5,18804.0,1.5,8612.5,60.0,2011.0,60.1646353799,-38.03051599,145.3030202
FURLONG ROAD,184839.5,18665.0,1.5,14170.5,60.0,2011.0,57.7746875087,-37.75821457,144.794345
FYANS STREET,176737.5,18542.5,1.5,9030.0,60.0,2012.0,51.7885416945,-38.162264525,144.3561422
FYANSFORD-GHERINGHAP ROAD,147741.5,15681.0,1.5,8636.0,90.0,2013.0,101.793749489,-38.09583137,144.2512323
GAFFNEY STREET,184551.5,18662.0,1.5,10626.0,60.0,2011.0,51.3188021185,-37.73325764,144.9574462
GALLAGHERS ROAD,97501.5,13664.0,7018.5,14172.5,50.0,2005.0,46.6276041667,-37.88383873,145.1774035
GANGELHOFF ROAD,43921.5,10753.0,2231.5,10955.5,100.0,2013.0,80.1541667382,-37.52060362,145.3191065
GAP ROAD,189751.5,18789.0,1.5,11249.0,80.0,2013.0,80.6807292304,-37.576460325,144.69067485
GARRETS ROAD,76755.5,12674.0,6472.5,11707.5,100.0,2013.0,100.334523108,-38.22238322,147.1725755
GAVAN STREET,142213.5,15034.0,9629.5,8073.0,50.0,2012.0,60.3718749682,-36.726415635,146.94916535
GEELONG RING ROAD,186558.166667,18768.1666667,1.33333333333,25952.3333333,100.0,2013.0,101.121874782,-38.1367923433,144.32832255
GEELONG RING ROAD S  BD,174939.5,18444.0,2.0,31349.0,100.0,2013.0,100.458332854,-38.17661792,144.2945561
GEELONG RING ROAD SE  BD,209675.5,19415.0,2.0,31351.0,100.0,2013.0,101.584374267,-38.19503784,144.3112183
GEELONG ROAD,171361.5,17625.3,1850.9,7739.6,79.0,2011.8,70.4596562743,-37.775011867,144.33113743
GEELONG-BALLAN ROAD,33677.5,10528.0,1766.5,8633.5,100.0,2012.0,95.966145155,-37.79911264,144.2098623
GEELONG-BARWON HEADS ROAD,91003.5,13464.0,6608.5,8371.0,100.0,2013.0,97.329165933,-38.26777767,144.4654993
GEELONG-PORTARLING,200139.5,19107.0,1.5,8323.0,80.0,2012.0,80.4187502068,-38.12007607,144.6375248
GELANTIPY ROAD,136365.928571,15840.5142857,3003.71428571,10108.2285714,100.0,2012.0,64.0956423343,-37.2594800489,148.229388814
GILLIES STREET,91883.5,13506.2222222,5003.77777778,12703.6666667,62.2222222222,2012.11111111,60.9067129822,-37.5376260889,143.822542656
GIPSY POINT ROAD,11902.5,10059.0,926.482758621,8027.96551724,100.0,2011.0,62.4853017741,-37.48655671,149.6619522
GIRGARRE-RUSHWORTH ROAD,82439.5,12857.0,3194.5,9726.0,100.0,2011.0,86.2790361253,-36.45186215,144.9824961
GISBORNE ROAD,75368.5,12586.5,4375.0,9116.5,70.0,2012.5,68.5888541545,-37.656745325,144.4484478
GISBORNE-KILMORE ROAD,131463.5,14880.0,9327.5,9764.5,80.0,2012.0,93.1744266347,-37.42880157,144.718187
