name,Unnamed: 0,object,location,latitude,longitude,flow,id,median,vehicles,trucks,year
COBDEN-SCOTTS CREEK ROAD,7094.75,4595.75,164901.5,-38.3327585,143.059214,5699.75,2911.5,1200.0,1250.0,200.0,2015.0
COBDEN-STONEYFORD ROAD,7318.0,5819.0,166649.5,-38.349263,143.212443,5478.5,2903.0,570.0,600.0,115.0,2015.0
COBDEN-TERANG ROAD,6478.25,5479.25,166236.75,-38.263152,142.955594,5422.0,2897.5,295.0,315.0,45.0,2015.0
COBDEN-WARRNAMBOOL ROAD,6808.0,7309.0,169270.75,-38.398949,142.8613715,5361.5,2926.5,930.0,985.0,165.0,2015.0
COBRAM SOUTH ROAD,7075.5,7255.0,167431.5,-35.957397,145.631878,5833.5,4213.0,1550.0,1650.0,180.0,2015.0
COBRAM-KOONOOMOO ROAD,9614.66666667,9294.16666667,169907.333333,-35.9123703333,145.626306667,6490.83333333,4211.0,1333.33333333,1400.0,118.333333333,2015.0
COBURNS ROAD,6792.0,7712.625,168357.1875,-37.6840243125,144.568218562,8507.4375,6426.25,8943.75,8043.75,532.5,2015.0
COCHRANE STREET,9468.25,10558.5,171583.25,-37.899886,144.998909,12603.5,4968.5,2200.0,1950.0,,2015.0
COCHRANES ROAD,9666.0,10667.0,172673.0,-37.942376,145.063797,15748.0,2488.0,3400.0,3050.0,,2015.0
COHUNA-KOONDROOK ROAD,7546.75,5547.75,166533.75,-35.7642755,144.1854125,6031.25,4065.5,575.0,610.0,110.0,2015.0
COHUNA-LEITCHVILLE ROAD,7977.0,7156.5,167390.0,-35.867671,144.224768,6277.0,4069.0,385.0,410.0,50.0,2015.0
COHUNA-MCMILLANS ROAD,5550.0,6551.0,167263.5,-35.81205925,144.21559775,6222.25,4067.5,712.5,772.5,62.5,2015.0
COLAC ROAD,9560.16666667,9846.83333333,171342.166667,-38.1968523333,144.316533167,11352.0,3886.33333333,12666.6666667,13500.0,843.333333333,2015.0
COLAC-BALLARAT ROAD,7761.41666667,6929.08333333,168039.166667,-38.0275995,143.677229333,5479.5,3115.5,792.5,834.166666667,105.0,2015.0
COLAC-FORREST ROAD,7277.25,6278.25,167424.5,-38.4591715,143.706486,5549.0,2859.5,300.0,317.5,32.5,2015.0
COLCHESTER ROAD,4556.75,6557.75,167046.5,-37.822228,145.304173,9273.25,7579.5,5750.0,5175.0,657.5,2015.0
COLDSTREAM WEST ROAD,6224.5,8225.5,169493.0,-37.718593,145.357917,9709.0,7583.0,3800.0,3500.0,250.0,2015.0
COLERAINE ROAD,6355.5,8856.5,168666.5,-37.7389315,142.0175265,9260.5,7090.0,1000.0,1050.0,210.0,2015.0
COLERAINE-BALMORAL ROAD,7227.75,4728.75,164953.25,-37.3407115,141.8047045,5473.25,3347.5,65.0,65.0,10.0,2015.0
COLERAINE-EDENHOPE ROAD,7670.6,6671.6,167864.6,-37.2812512,141.5634484,5526.9,3352.0,105.0,111.0,21.0,2015.0
COLERAINE-MERINO ROAD,12031.0,13121.25,175446.75,-37.6705095,141.648157,16035.0,2508.5,240.0,252.5,22.5,2015.0
COLLEGE CRESCENT,8781.4,9787.13333333,170479.133333,-37.7928108667,144.960618933,9876.0,6992.73333333,10980.0,9966.66666667,1030.66666667,2015.0
COLLINS STREET,7780.61111111,9376.83333333,170411.388889,-37.8390313333,144.941436111,10624.1111111,5924.66666667,6040.55555556,5527.22222222,125.0,2015.0
COMBIENBAR ROAD,7249.5,5750.5,166311.0,-37.480711,148.924319,5280.0,1590.0,50.0,50.0,10.0,2015.0
COMMERCIAL ROAD,6682.53125,6424.59375,167133.78125,-38.1579093125,145.794806781,6772.0625,4137.5625,3493.125,3487.8125,230.625,2015.0
COMMERCIAL STREET,5400.0,4026.0,164574.375,-36.340035625,142.5969825,4798.5,1264.0,2537.5,2675.0,430.0,2015.0
COMO PARADE,4500.5,6501.5,167163.0,-37.984872,145.06704,9443.5,7600.0,4500.0,4000.0,,2015.0
CONDAH-COLERAINE ROAD,10668.0,11258.25,173580.25,-37.8006135,141.7107405,15508.0,2510.5,90.0,97.5,22.5,2015.0
CONDON STREET,8454.5,7455.5,169560.25,-36.776185,144.3062865,5860.5,3499.5,7725.0,8175.0,305.0,2015.0
CONNESS STREET,7235.5,7415.0,167397.5,-36.147767,146.603401,6702.0,4278.0,585.0,620.0,55.0,2015.0
COOK STREET,6755.83333333,7090.16666667,168107.333333,-37.829074,144.918915,8505.16666667,6234.0,3466.66666667,3066.66666667,196.666666667,2015.0
COOLART ROAD,6903.05555556,7094.5,167863.777778,-38.2936322222,145.148015667,7439.55555556,5218.88888889,3661.11111111,3294.44444444,225.0,2015.0
COONANS ROAD,6462.5,8463.5,169449.5,-37.748361,144.935321,9615.5,7602.0,4300.0,3800.0,490.0,2015.0
COOPER STREET,10047.0,9604.07142857,170640.357143,-37.6492608571,144.999496929,11079.8571429,2573.57142857,16735.7142857,15050.0,1775.0,2015.0
COPPIN STREET,8383.0,10884.0,171396.5,-37.822614,145.003125,9616.5,7603.0,3150.0,2850.0,,2015.0
CORAGULAC-BEEAC ROAD,5720.0,5721.0,166278.0,-38.239368,143.553385,8082.0,5990.0,765.0,810.0,55.0,2015.0
CORANGAMITE STREET,8851.5,6352.5,167516.5,-38.350078,143.584279,5457.0,2861.0,4600.0,4850.0,215.0,2015.0
CORINELLA ROAD,5907.5,5908.5,166236.5,-38.4271275,145.4680475,8104.5,6068.0,620.0,660.0,30.0,2015.0
CORIO QUAY ROAD,7203.625,7454.625,168523.375,-38.109793625,144.35676,8369.75,5927.25,3325.0,3537.5,377.5,2015.0
CORIO STREET,4112.0,7113.0,167536.0,-38.17831,144.345205,6626.0,7604.0,6000.0,6300.0,280.0,2015.0
CORIO-WAURN PONDS ROAD,9960.0,10961.0,172845.0,-38.063526,144.3831925,16036.0,2638.5,17000.0,18000.0,2950.0,2015.0
CORNELIA CREEK ROAD,3022.0,5023.0,165431.5,-36.144336,144.765123,6579.5,4121.0,950.0,1000.0,90.0,2015.0
CORNWALL ROAD,7865.0,9705.25,170066.75,-37.7849955,144.8414895,9577.75,7605.5,1625.0,1475.0,185.0,2015.0
CORRIGAN ROAD,5275.0,7276.0,168057.7,-37.9699156,145.1674544,9701.5,7610.0,6670.0,5990.0,760.0,2015.0
COSMO ROAD,7321.0,6822.0,168290.0,-37.392895,144.320465,8571.5,6141.0,295.0,315.0,35.0,2015.0
COSTER STREET,5709.0,5210.0,165621.5,-36.555648,145.993766,6908.5,4459.0,2600.0,2800.0,125.0,2015.0
COTHAM ROAD,8866.83333333,8653.5,170847.666667,-37.8079016667,145.039742667,8468.33333333,6071.0,7816.66666667,7033.33333333,451.666666667,2015.0
COTTER STREET,9296.0,10475.5,171290.0,-35.169933,141.810874,8949.0,7058.0,340.0,360.0,110.0,2015.0
COTTLES BRIDGE-STRATHEWEN ROAD,8210.0,10711.0,171250.5,-37.613914,145.217055,9243.0,7613.0,3800.0,3500.0,250.0,2015.0
COVENTRY STREET,9528.0,10707.5,171348.5,-37.831536,144.961296,9244.0,7614.0,2100.0,1900.0,,2015.0
COWES-RHYLL ROAD,5712.125,7632.75,167995.875,-38.4634995,145.28231325,9456.25,7616.75,755.0,800.0,70.0,2015.0
COWSLIP STREET,8353.0,7354.0,168004.0,-36.636986,145.7170025,6592.25,4246.5,435.0,455.0,65.0,2015.0
COX ROAD,8846.22222222,8926.55555556,169987.333333,-38.082798,144.347446778,8944.44444444,4051.11111111,4988.88888889,5288.88888889,407.777777778,2015.0
COX STREET,8438.5,7439.5,169266.5,-37.874148,142.282871,5371.5,3299.0,70.0,70.0,15.0,2015.0
CRAIGIE ROAD,10709.875,12630.5,189643.375,-38.25816575,145.045151,13137.5,7622.25,1450.0,1325.0,95.0,2015.0
CRAIGIEBURN ROAD,9919.44444444,9591.05555556,172349.888889,-37.5988123333,144.939380778,9943.5,2792.0,4172.22222222,3766.66666667,332.777777778,2015.0
CRAMER STREET,5951.75,7542.0,168023.75,-37.739814,144.9979245,9436.5,7625.5,4150.0,3725.0,,2015.0
CRANBOURNE ROAD,9029.5,9775.35714286,171509.357143,-38.1512837857,145.1532605,10966.7142857,4034.14285714,14857.1428571,13485.7142857,672.857142857,2015.0
CRANBOURNE-FRANKSTON ROAD,8776.1,8877.1,182410.2,-38.1280913,145.2339845,11009.1,5154.2,10870.0,9840.0,725.0,2015.0
CREGAN STREET,8315.5,10816.5,171285.5,-35.136142,142.023715,8951.5,7060.0,375.0,395.0,120.0,2015.0
CRESSY STREET,9184.5,8864.0,170992.5,-38.231147,143.153484,8097.5,6160.0,740.0,780.0,135.0,2015.0
CRESWICK ROAD,7287.5,7984.91666667,169028.166667,-37.471131,143.88434075,8507.25,6278.83333333,5920.0,6275.83333333,465.833333333,2015.0
CRESWICK-NEWSTEAD ROAD,7821.0,8322.0,169593.0,-37.245621,143.938997,6141.5,3379.0,960.0,1000.0,130.0,2015.0
CROCKFORD STREET,9495.5,9175.0,170226.5,-37.834271,144.948629,7227.5,5006.0,8500.0,7700.0,490.0,2015.0
CROMIE STREET,5793.5,5794.5,166460.0,-36.6327685,142.631142,8602.0,6266.0,730.0,770.0,140.0,2015.0
CROSBIE ROAD,4523.5,6524.5,167169.5,-37.904759,145.065247,9819.5,7627.0,6300.0,5700.0,720.0,2015.0
CROWLEY ROAD,6276.5,8277.5,169403.5,-37.659429,145.516195,9539.5,7629.0,3800.0,3500.0,250.0,2015.0
CROYDON ROAD,9606.5,9286.0,169991.75,-37.7862385,145.283363,6697.75,4267.5,2900.0,2550.0,165.0,2015.0
CUDGEWA-TINTALDRA ROAD,9537.5,9217.0,169999.5,-36.134516,147.827475,6828.5,4441.0,85.0,85.0,10.0,2015.0
CUMBERLAND ROAD,9656.5,9336.0,170264.5,-37.726417,144.939333333,7223.5,5041.0,10500.0,9450.0,605.0,2015.0
CUMMING AVENUE,5778.5,5279.5,165342.0,-35.980234,142.917935,6310.5,3741.0,910.0,955.0,80.0,2015.0
CUMMINS ROAD,7753.5,6933.0,168144.5,-37.928707,145.026285,7650.0,5729.0,6650.0,5950.0,380.0,2015.0
CURDIE STREET,7893.75,6144.75,167042.75,-38.328252,143.0742065,5555.25,2902.0,1070.0,1117.5,107.5,2015.0
CURLEWIS STREET,8401.75,7902.75,170059.0,-35.33702625,143.5597755,8790.0,6726.5,3800.0,4075.0,630.0,2015.0
CURR ROAD,7193.5,8373.0,169738.5,-36.39805,144.982421,6752.0,4154.0,575.0,605.0,75.0,2015.0
CURZON STREET,6396.66666667,5231.0,165806.333333,-37.8017766667,144.948343,5408.33333333,2889.0,6500.0,5800.0,371.666666667,2015.0
CUTHBERT STREET,5526.0,5527.0,166042.0,-38.417075,145.437292,7902.0,6067.0,570.0,605.0,65.0,2015.0
DALRY ROAD,12271.0,14272.0,174966.0,-37.757568,145.559645,13559.0,7631.0,3800.0,3500.0,250.0,2015.0
DALRYMPLE ROAD,9344.5,10524.0,171300.5,-37.542303,144.678709,10094.5,7632.0,3800.0,3500.0,250.0,2015.0
DALTON ROAD,7778.83333333,7470.27777778,168334.444444,-37.6794813333,145.028911778,7071.72222222,4927.22222222,19500.0,17444.4444444,1297.22222222,2015.0
DANDENONG ROAD,7147.07692308,7283.23076923,168558.8,-37.9201502769,145.086485646,8330.6,6193.70769231,26796.9230769,24120.0,1177.90322581,2015.0
DANDENONG SOUTHERN BYPASS,13021.0,12646.9166667,174119.0,-38.002025,145.198387583,14453.9166667,926.5,17750.0,16000.0,1458.33333333,2015.0
DANDENONG-HASTINGS ROAD,6707.20689655,7065.34482759,177759.0,-38.1551369655,145.225166276,8402.48275862,4349.31034483,12586.2068966,11231.0344828,1427.24137931,2015.0
DANKS STREET,11049.0,12550.0,174522.0,-37.851571,144.959781,15809.0,2684.0,4500.0,4000.0,,2015.0
DAREBIN BOULEVARD,4486.5,6487.5,167103.5,-37.700459,145.035048,9451.5,7635.0,4500.0,4000.0,,2015.0
DAREBIN DRIVE,6192.83333333,7693.83333333,168661.333333,-37.6737706667,145.035664333,9755.0,7637.0,3800.0,3400.0,,2015.0
DAREBIN ROAD,8590.25,7430.5,168580.75,-37.76532175,145.018879,5972.0,3559.5,8125.0,7237.5,473.75,2015.0
DARLING ROAD,8856.75,10697.0,171300.25,-37.8770665,145.059349,9972.0,7639.5,4500.0,4100.0,520.0,2015.0
DARLINGTON ROAD,7887.0,6138.0,167165.75,-37.5743935,142.93784475,5702.25,3290.0,500.0,530.0,47.5,2015.0
DARTMOOR-HAMILTON ROAD,9380.0,9440.5,171323.5,-37.8202026667,141.636209,12426.3333333,2792.33333333,293.333333333,311.666666667,56.6666666667,2015.0
DARTMOUTH ROAD,4338.5,4339.5,164931.5,-36.511944,147.443195,5131.0,1664.0,75.0,85.0,0.0,2015.0
DAVEY STREET,6684.66666667,6245.16666667,166464.166667,-38.1468393333,145.123528333,5839.33333333,3467.0,7733.33333333,6966.66666667,446.666666667,2015.0
DAVID HILL ROAD,4543.5,6544.5,167174.5,-37.883696,145.424512,10097.5,7644.0,3800.0,3500.0,250.0,2015.0
DAVID STREET,7216.4,8888.8,169413.4,-37.976763,145.2142648,10308.8,7642.2,2680.0,2440.0,310.0,2015.0
DAVIS STREET,6677.75,6018.0,166742.25,-38.1601465,146.2274945,6877.75,4731.0,970.0,1032.5,130.0,2015.0
DAVISSON STREET,6497.5,8498.5,169359.5,-37.650528,145.029717,9996.0,7645.0,3800.0,3500.0,250.0,2015.0
DAWSON STREET,8080.6,7317.3,168340.6,-37.7956259,144.2037461,7905.6,5589.0,4633.0,4383.0,420.0,2015.0
DAYLESFORD ROAD,6679.5,5180.5,165370.0,-37.191412,144.371813,6182.0,3573.0,415.0,440.0,30.0,2015.0
DAYLESFORD-TRENTHAM ROAD,5775.0,5776.0,166991.0,-37.396787,144.246823,6145.0,3571.0,1300.0,1400.0,110.0,2015.0
DEAKIN AVENUE,5405.2,3606.2,164560.9,-34.2084547,142.1341903,4728.6,753.0,4300.0,4550.0,461.0,2015.0
DEAN STREET,8883.5,10723.75,171303.5,-37.768255,144.9339095,9625.0,7649.0,2700.0,2400.0,310.0,2015.0
DEANS MARSH ROAD,5904.5,5905.5,166147.5,-38.529974,143.979253,7919.5,6151.0,900.0,955.0,60.0,2015.0
DEANS MARSH-LORNE ROAD,5804.5,5805.5,166294.0,-38.465497,143.937221,8403.0,6150.0,350.0,370.0,40.0,2015.0
DECAMPO DRIVE,9742.5,9422.0,170064.0,-38.192928,146.327809,7239.0,4639.0,685.0,730.0,35.0,2015.0
DEDDICK RIVER ROAD,7050.5,4551.5,164760.5,-37.066097,148.504346,4942.0,1657.0,20.0,20.0,0.0,2015.0
DEDERANG ROAD,6077.25,5078.25,165591.25,-36.329216,146.8551445,6631.75,4431.0,770.0,815.0,95.0,2015.0
DEEP CREEK ROAD,11703.0,11882.5,174472.0,-37.813474,145.210284,15753.0,2688.0,4700.0,4200.0,540.0,2015.0
DEER PARK BYPASS,12466.6,12146.1,173924.1,-37.7860718,144.7588643,15074.1,1870.2,28500.0,25500.0,3010.0,2015.0
DEMPSTER STREET,5799.5,5800.5,166292.5,-37.804597,144.8617245,8666.5,6126.0,3850.0,3450.0,215.0,2015.0
DENDY STREET,4537.66666667,6538.66666667,167118.0,-37.9204266667,145.001681,9501.33333333,7653.0,3700.0,3300.0,420.0,2015.0
DENMARK STREET,5743.5,5744.5,166107.0,-37.8097165,145.0286015,7900.25,5766.5,12750.0,11250.0,747.5,2015.0
DENNIS STREET,7580.0,8081.0,169455.5,-37.798717,144.899339,9822.5,7655.0,6300.0,5700.0,720.0,2015.0
DEPARTURE DRIVE,9064.0,10684.0,171316.833333,-37.670456,144.852083333,9827.5,7657.0,3800.0,3500.0,250.0,2015.0
DERBY ROAD,6015.5,6016.5,167882.0,-37.0604335,143.729081,6188.5,4043.0,1350.0,1450.0,145.0,2015.0
DERBY STREET,6078.33333333,7972.16666667,168352.833333,-37.7266283333,144.946684,9892.66666667,7660.66666667,2466.66666667,2166.66666667,283.333333333,2015.0
DERRIL ROAD,6262.66666667,7763.66666667,168692.333333,-38.2389346667,145.107245,9558.66666667,7664.0,1320.0,1193.33333333,80.0,2015.0
DERRIMUT ROAD,7233.66666667,6234.66666667,167412.25,-37.8581671667,144.686460167,5347.16666667,2956.5,10600.0,9500.0,699.166666667,2015.0
DEVIATION ROAD,7115.5,5616.5,167098.5,-38.141217,144.310998,4695.5,1217.0,4400.0,4650.0,450.0,2015.0
DEVON ROAD,5703.5,5704.5,166093.0,-38.190931,144.221685,8358.0,6092.0,205.0,215.0,10.0,2015.0
DEVONSHIRE ROAD,8767.5,9947.0,170561.0,-37.786028,144.842166,10019.3333333,7667.0,4033.33333333,3633.33333333,,2015.0
DIAMOND CREEK ROAD,7702.83333333,6930.0,168207.0,-37.6843276667,145.122108667,7935.66666667,5471.0,13033.3333333,11800.0,738.333333333,2015.0
DIGBY ROAD,8542.5,7543.5,169467.5,-37.74326,142.005657,5567.5,3362.0,460.0,490.0,60.0,2015.0
DIGGERS REST ROAD,7374.0,7375.0,168267.5,-37.6113425,144.5451855,7820.5,5622.5,1252.5,1167.5,165.0,2015.0
DIGGERS REST-COIMADAI ROAD,6436.33333333,6937.33333333,168151.166667,-37.6235426667,144.669668667,8228.33333333,6306.33333333,1238.33333333,1096.66666667,140.0,2015.0
DIGGERS ROAD,6401.0,8902.0,168879.5,-37.946199,144.688978,9348.0,7669.0,3800.0,3500.0,250.0,2015.0
DIMBOOLA ROAD,6062.0,4729.66666667,165159.833333,-36.908675,142.926131333,5463.0,2266.66666667,2816.66666667,2783.33333333,593.333333333,2015.0
DIMBOOLA-RAINBOW ROAD,7209.6,6510.6,167872.8,-36.164214,142.0154852,5419.7,3002.8,373.0,391.0,46.0,2015.0
DINAH PARADE,4701.0,6702.0,167164.0,-37.744395,144.867753,10122.0,7672.0,3600.0,3200.0,410.0,2015.0
DINGLEY ARTERIA,10416.75,11667.75,173695.0,-37.99410075,145.16152375,15932.25,2607.0,15000.0,13250.0,1085.0,2015.0
DISNEY STREET,8431.0,9432.0,171082.0,-38.353526,145.161436,13368.0,7673.0,3800.0,3500.0,250.0,2015.0
DOCK LINK ROAD,6643.0,5644.0,166729.5,-37.804668,144.917016,5702.5,3194.0,800.0,720.0,375.0,2015.0
DOCKLANDS HIGHWAY,10678.8333333,11298.8333333,172588.166667,-37.8089981667,144.921513167,13831.8333333,4224.66666667,14583.3333333,13066.6666667,1443.33333333,2015.0
DOCTORS GULLY ROAD,8543.5,9383.75,170404.25,-37.6096865,145.1672575,9980.0,7674.5,2250.0,2050.0,140.0,2015.0
DOHERTYS ROAD,7474.08333333,8231.0,169116.5,-37.8283888333,144.789371167,7781.08333333,5473.83333333,6100.0,5491.66666667,791.666666667,2015.0
DOMAIN ROAD,13138.25,12657.0,174859.5,-37.8339645,144.98114,14724.5,1783.5,5475.0,4925.0,,2015.0
DON ROAD,8170.2,7078.3,167519.5,-37.7090246,145.565996,6339.4,3668.2,1035.0,929.0,62.0,2015.0
DON STREET,5558.5,7309.5,167464.25,-36.7590745,144.268408,8479.5,6544.5,6225.0,6550.0,352.5,2015.0
DONALD ROAD,4882.75,3633.75,164593.75,-36.2553555,142.876354,4724.5,833.5,322.5,342.5,65.0,2015.0
DONALD STREET,4531.25,6532.25,167177.25,-37.7983035,144.89933,10018.75,7679.5,1800.0,1600.0,,2015.0
DONALD-MURTOA ROAD,6893.25,6483.5,167203.5,-36.417962,142.6796995,6316.5,3768.5,187.5,197.5,27.5,2015.0
DONALD-STAWELL ROAD,6662.83333333,5663.83333333,166537.166667,-36.6713416667,142.845258333,5667.83333333,3385.0,190.0,200.0,40.0,2015.0
DONALD-SWAN HILL ROAD,5969.375,6095.375,166917.0,-35.90549725,143.22503625,6362.5,3723.75,122.5,130.0,27.5,2015.0
DONCASTER ROAD,8526.95833333,8257.08333333,169679.75,-37.7893808333,145.114795417,8253.29166667,5124.0,11650.0,10462.5,417.916666667,2015.0
DONNA BUANG ROAD,10560.3,9468.4,170768.8,-37.7214466,145.6913978,11079.4,2329.2,412.0,428.0,50.0,2015.0
DONNYBROOK ROAD,12009.125,11063.625,173030.0,-37.543615375,144.978249375,12996.5,2406.75,1987.5,1812.5,157.5,2015.0
DOOEN ROAD,7683.0,8862.5,168677.5,-36.704487,142.214197,9318.5,6958.0,3650.0,3900.0,440.0,2015.0
DOOKIE-DEVENISH ROAD,2899.5,4900.5,165398.0,-36.352145,145.790495,6026.5,4233.0,195.0,205.0,20.0,2015.0
DOOKIE-NALINGA ROAD,5984.25,5485.25,165349.25,-36.351558,145.711364,6683.25,4234.5,152.5,160.0,22.5,2015.0
DOOKIE-SHEPPARTON MAIN ROAD,8353.0,8282.5,168745.75,-36.3646945,145.5038605,6071.75,4231.5,1487.5,1602.5,257.5,2015.0
DOOKIE-VIOLET TOWN ROAD,5550.0,7051.0,168199.0,-36.526109,145.731586,5840.0,4236.0,60.0,60.0,10.0,2015.0
DORA STREET,4559.5,6560.5,167020.5,-37.759209,145.071685,9536.0,7681.0,11000.0,10000.0,1300.0,2015.0
DORCAS STREET,8696.0,10036.25,170854.5,-37.8338755,144.9575555,9687.75,7685.5,3500.0,3175.0,,2015.0
DORE ROAD,5391.5,7642.5,168160.25,-38.0391015,145.537456,10066.25,7688.5,3800.0,3500.0,250.0,2015.0
DORSET ROAD,6930.65,6917.35,168355.4,-37.811071,145.2897637,7625.65,5280.3,11670.0,10470.0,741.5,2015.0
DOUGHARTY ROAD,4570.5,6571.5,167218.5,-37.73503,145.054493,9260.5,7691.0,4500.0,4000.0,,2015.0
DOUGLAS PARADE,5901.0,7402.0,168266.25,-37.8442585,144.894639,8144.75,5649.0,4850.0,4375.0,382.5,2015.0
DOUGLAS STREET,7790.0,8291.0,169511.0,-37.969558,145.179589,10128.0,7693.0,3200.0,2800.0,360.0,2015.0
DOVETON STREET,10455.1666667,10515.6666667,171725.5,-37.5610405,143.854919,13387.0,3797.66666667,6800.0,7200.0,520.0,2015.0
DOWNEY STREET,7266.25,6767.25,166924.75,-37.19164,145.7095715,7087.25,4061.0,1092.5,1150.0,132.5,2015.0
DOWNING STREET,12702.0,12381.5,174303.0,-37.771836,144.645235,15796.5,2335.0,30.0,20.0,,2015.0
DOYLES ROAD,7572.33333333,7692.33333333,169195.166667,-36.4005326667,145.431815667,8407.66666667,6223.0,3450.0,3616.66666667,758.333333333,2015.0
DROOP STREET,7211.4,9083.8,169569.9,-37.7965808,144.8970144,9733.8,7697.0,6300.0,5700.0,720.0,2015.0
DROUIN ROAD,9837.5,9517.0,170180.0,-38.3398145,145.76531,6991.5,4858.0,395.0,420.0,50.0,2015.0
DROUIN-KORUMBURRA ROAD,9686.0,9365.5,170176.0,-38.254679,145.778294,6918.0,4857.0,420.0,445.0,55.0,2015.0
DROUIN-WARRAGUL ROAD,7746.16666667,7473.33333333,168608.666667,-38.1451343333,145.923936167,9630.0,3791.33333333,2556.66666667,2706.66666667,276.666666667,2015.0
DRUMMOND STREET,7761.08333333,7125.16666667,168096.583333,-37.3412593333,144.468659667,6829.66666667,4106.0,6033.33333333,6091.66666667,309.166666667,2015.0
DRYBURGH STREET,7538.0,7039.0,168704.833333,-37.8032486667,144.943448,5660.33333333,3093.0,6633.33333333,5983.33333333,573.333333333,2015.0
DRYSDALE ROAD,7691.625,5442.625,165959.375,-38.176795625,144.498274375,5392.875,2806.25,13875.0,14625.0,1052.5,2015.0
DUBLIN ROAD,4575.25,6576.25,167123.75,-37.8106915,145.247537,9888.25,7700.5,3400.0,3050.0,390.0,2015.0
DUDLEY STREET,6887.25,5138.25,165587.375,-37.8101255,144.950104,5448.875,2938.5,13712.5,12462.5,820.0,2015.0
DUKE STREET,6996.2,7232.9,168215.1,-37.4982668,144.6029914,8033.8,5076.4,4070.0,3880.0,422.0,2015.0
DUMOSA-QUAMBATOOK ROAD,9637.5,9317.0,169894.0,-35.8189295,143.4573555,6564.5,4060.0,55.0,55.0,10.0,2015.0
DUNCAN DRIVE,7973.0,6974.0,168355.5,-38.066328,145.467229,7895.5,5188.0,2100.0,1850.0,170.0,2015.0
DUNCAN STREET,9557.5,10737.0,171459.0,-37.785464,144.920492,9844.5,7706.0,6300.0,5700.0,720.0,2015.0
DUNCANS ROAD,7506.9375,7199.875,168315.1875,-37.919001,144.689002625,7827.625,5629.875,4962.5,4456.25,312.5,2015.0
DUNDAS STREET,5899.875,7275.875,168205.875,-37.99629925,144.72589775,8624.0,6558.5,3251.25,2917.5,292.5,2015.0
DUNKELD-CAVENDISH ROAD,9028.0,6529.0,167593.0,-37.581152,142.18264,5931.5,3266.0,125.0,135.0,20.0,2015.0
DUNLOP ROAD,9504.5,10505.5,172711.0,-37.871149,144.724696,15441.5,2496.0,4000.0,3600.0,,2015.0
DUNLOP STREET,4791.5,3292.5,164541.5,-38.080794,142.804991,4690.0,1192.0,1650.0,1750.0,270.0,2015.0
DUNN STREET,8693.5,8694.5,170666.5,-38.1111225,144.351485,8618.0,5937.0,4900.0,5200.0,640.0,2015.0
DUNNE STREET,7461.0,8640.5,169137.0,-37.713297,145.032763,9847.0,7715.0,6300.0,5700.0,720.0,2015.0
DUNNINGS ROAD,10113.6666667,10781.3333333,172762.333333,-37.8862,144.747639667,16251.3333333,2708.66666667,6233.33333333,5600.0,400.0,2015.0
DUNNS CREEK ROAD,6685.5,7186.5,167775.5,-38.3358,145.037747,7240.0,5062.0,1200.0,1100.0,110.0,2015.0
DUNNS ROAD,4576.75,6577.75,167142.0,-38.246032,145.046066,9268.0,7718.5,4000.0,3600.0,,2015.0
DUNOLLY ROAD,6041.75,5042.75,165286.0,-36.829088,143.7020395,6091.75,3689.5,392.5,415.0,30.0,2015.0
DUNOLLY-EDDINGTON ROAD,6185.0,6186.0,167223.0,-36.87433,143.796129,5912.0,3688.0,195.0,205.0,25.0,2015.0
DURHAM OX ROAD,6347.5,4848.5,165281.0,-36.056243,144.109496,6288.0,4078.0,170.0,180.0,30.0,2015.0
DURHAM OX-PYRAMID ROAD,3936.5,4937.5,165475.0,-36.089945,144.017982,6663.5,4077.0,150.0,160.0,30.0,2015.0
DURHAM ROAD,7035.25,8286.25,169511.0,-37.7947585,145.0754665,9502.25,7720.5,4650.0,4175.0,425.0,2015.0
DYNON ROAD,7189.83333333,6190.83333333,167344.833333,-37.8036941111,144.929361667,5546.66666667,2921.0,15777.7777778,14333.3333333,1177.77777778,2015.0
EAGLEHAWK ROAD,6266.58333333,4547.33333333,165727.583333,-36.743774,144.261068833,5501.25,2148.83333333,5766.66666667,6108.33333333,385.0,2015.0
EARL STREET,5859.5,5360.5,165356.75,-37.7958585,145.038646,6652.25,4298.5,6200.0,5600.0,355.0,2015.0
EAST BOUNDARY ROAD,7331.5,6082.5,166549.75,-37.921182,145.0590125,6015.25,3997.5,10225.0,9400.0,612.5,2015.0
EAST ESPLANADE,8056.0,10116.5,170528.0,-37.7427713333,144.799000667,9711.16666667,7723.0,5400.0,4900.0,620.0,2015.0
EASTBOURNE ROAD,10921.3333333,10493.6666667,172013.0,-38.3673776667,144.886056,8899.0,5979.0,6466.66666667,5866.66666667,470.0,2015.0
EASTERN BEACH,4577.75,6578.75,167144.5,-38.1451665,144.364544,10124.5,7727.0,4300.0,4500.0,350.0,2015.0
EASTERN FREEWAY,9809.12903226,8817.0,170082.741935,-37.7931669032,145.091165581,10580.0967742,1615.22580645,68709.6774194,61838.7096774,3822.58064516,2015.0
EASTFIELD ROAD,11339.0,11899.5,173890.5,-37.8102666667,145.266045,15785.8333333,2612.33333333,4066.66666667,3616.66666667,463.333333333,2015.0
EASTLINK,12651.984127,12420.4920635,173856.619048,-37.9267605556,145.200593365,14751.4761905,1130.98412698,43730.1587302,39253.968254,3176.19047619,2015.0
