OBJECTID,LOCATION_ID,MIDPNT_LAT,MIDPNT_LON,HMGNS_FLOW_ID,HMGNS_LNK_ID,HMGNS_LNK_DESC,FLOW,ALLVEHS_MMW,ALLVEH_CALC,ALLVEHS_AADT,TRUCKS_AADT,TRUCK_CALC,PER_TRUCKS,TWO_WAY_AADT,ALLVEH_AMPEAK,ALLVEH_PMPEAK,GROWTH_RATE,CI,YR,LABEL
225,160259,-36.245958,142.405632,1532,828, DONALD ROAD btwn BORUNG HIGHWAY & GOVERNMENT ROAD,EAST BOUND,470,E,500,100,E,26%,990,N/A,N/A,-1.5%,+/-0.9%,2015,500* (21% 100*) EAST BOUND
226,160264,-36.285734,143.11094,1184,836, BORUNG HIGHWAY btwn DONALD-SWANHILL ROAD & ST ARNAUD-WYCHEPROOF ROAD,EAST BOUND,160,E,170,30,E,26%,350,N/A,N/A,1.8%,+/-0.7%,2015,170* (21% 30*) EAST BOUND
227,159947,-37.740428,144.957534,268,5463, BELL STREET btwn SUSSEX STREET & SYDNEY ROAD,EAST BOUND,19000,E,17000,920,E,6%,"35,000",N/A,N/A,0.4%,+/-0.5%,2015,"17,000* (5% 920*) EAST BOUND"
228,159950,-37.745369,145.004524,80,5543, BELL STREET btwn HIGH STREET & PLENTY ROAD,EAST BOUND,28000,A,25000,1200,E,6%,"49,000","1,700","1,700",0.3%,+/-0.2%,2015,"25,000 (5% 1,200*) EAST BOUND"
229,159954,-37.757372,145.057165,629,5631, BELL-BANKSIA LINK btwn UPPER HEIDELBERG ROAD & STUDLEY ROAD,SOUTH EAST BOUND,19000,A,17000,700,E,5%,"34,000","1,400","1,300",-0.4%,+/-0.5%,2015,"17,000 (4% 700*) SOUTH EAST BOUND"
230,159958,-37.808944,145.177448,467,5691, SPRINGVALE ROAD btwn EASTERN FREEWAY Onramp & SPRINGFIELD ROAD,SOUTH BOUND,28000,A,25000,1300,E,6%,"50,000","2,100","1,700",-2%,+/-1.1%,2015,"25,000 (5% 1,300*) SOUTH BOUND"
231,159962,-37.896247,145.162967,631,5779, SPRINGVALE ROAD btwn WAVERLEY ROAD & FERNTREE GULLY ROAD,SOUTH BOUND,31000,E,28000,1500,E,6%,"51,000",N/A,N/A,0.8%,+/-0.3%,2015,"28,000* (5% 1,500*) SOUTH BOUND"
232,159967,-37.909087,145.160489,470,5823, SPRINGVALE ROAD btwn MONASH FREEWAY & MONASH FREEWAY Offramp,SOUTH BOUND,25000,E,22000,1000,E,5%,"47,000",N/A,N/A,-1.7%,+/-1%,2015,"22,000* (5% 1,000*) SOUTH BOUND"
233,159970,-37.980482,145.146561,87,5900, SPRINGVALE ROAD btwn CLARKE ROAD & SPRINGVALE BYPASS,SOUTH BOUND,13000,E,11000,640,E,6%,"21,000",N/A,N/A,-1.5%,+/-0.6%,2015,"11,000* (5% 640*) SOUTH BOUND"
234,159974,-38.124973,141.632844,284,6951, EDGAR STREET btwn HENTY HIGHWAY & OWEN STREET,SOUTH BOUND,1500,E,1500,350,E,27%,"3,100",N/A,N/A,2.2%,+/-0.4%,2015,"1,500* (22% 350*) SOUTH BOUND"
235,159978,-38.378183,142.229809,90,6989, ROSEBROOK ROAD btwn ALBERT STREET & ALBERT ROAD,NORTH BOUND,3100,E,3300,480,E,18%,"6,600",N/A,N/A,1.7%,+/-0.2%,2015,"3,300* (15% 480*) NORTH BOUND"
236,159988,-38.387515,142.560098,289,7064, PRINCES HIGHWAY WEST btwn RAGLAN PARADE & UNNAMED,EAST BOUND,6600,E,7000,710,E,13%,"14,000",N/A,N/A,1.7%,+/-0.2%,2015,"7,000* (10% 710*) EAST BOUND"
237,159991,-38.241163,142.919357,293,7109, HIGH STREET btwn COBDEN-TERANG ROAD & BOURKES ROAD,EAST BOUND,2400,E,2600,390,E,19%,"5,200",N/A,N/A,1.6%,+/-0.3%,2015,"2,600* (15% 390*) EAST BOUND"
238,159995,-38.253706,143.267288,644,7175, PRINCES HIGHWAY WEST btwn MANIFOLD STREET & COBDEN-STONEYFORD ROAD,EAST BOUND,1300,E,1400,270,E,24%,"2,800",N/A,N/A,0.3%,+/-0.8%,2015,"1,400* (19% 270*) EAST BOUND"
239,159999,-38.33136,143.619339,647,7265, PRINCES HIGHWAY WEST btwn MURRAY STREET & COLAC-BALLARAT ROAD,NORTH EAST BOUND,4000,A,4300,590,E,17%,"8,600",270,420,1.1%,+/-0.4%,2015,"4,300 (14% 590*) NORTH EAST BOUND"
240,160002,-38.177474,144.351576,300,7425, SETTLEMENT ROAD btwn SETTLEMENT ROAD & SETTLEMENT ROAD,NORTH BOUND,14000,E,14000,810,E,7%,"34,000",N/A,N/A,-2.3%,+/-1.4%,2015,"14,000* (5% 810*) NORTH BOUND"
241,160006,-38.141292,144.353695,492,7524, LATROBE TERRACE btwn LATROBE TERRACE & KEERA STREET,NORTH BOUND,23000,E,24000,3900,E,20%,"48,000",N/A,N/A,-0.8%,+/-0.9%,2015,"24,000* (16% 3,900*) NORTH BOUND"
242,160010,-38.110504,144.352932,101,7597, MELBOURNE ROAD btwn MELBOURNE ROAD & MELBOURNE ROAD,NORTH BOUND,27000,E,29000,2900,E,12%,"29,000",N/A,N/A,0%,+/-0.6%,2015,"29,000* (10% 2,900*) NORTH BOUND"
243,160014,-38.01503,144.463797,657,7775, PRINCES FREEWAY WEST btwn PRINCES HIGHWAY WEST Offramp & BEACH ROAD,NORTH EAST BOUND,26000,E,27000,3200,E,15%,"54,000",N/A,N/A,2.7%,+/-0.3%,2015,"27,000* (12% 3,200*) NORTH EAST BOUND"
244,160020,-37.928784,144.62912,311,7857, PRINCES FREEWAY WEST btwn PRINCES HIGHWAY & WERRIBEE MAIN ROAD,EAST BOUND,28000,E,25000,2600,E,12%,"49,000",N/A,N/A,3%,+/-0.2%,2015,"25,000* (10% 2,600*) EAST BOUND"
245,160024,-37.84334,144.787514,660,8038, PRINCES FREEWAY WEST btwn KEILOR-LAVERTON ROAD & PRINCES HIGHWAY WEST Onramp,NORTH EAST BOUND,82000,E,74000,7300,E,11%,"149,000",N/A,N/A,3%,+/-0.3%,2015,"74,000* (10% 7,300*) NORTH EAST BOUND"
246,160028,-37.819806,144.838207,315,8146, GEELONG ROAD btwn GRIEVE PARADE & MCDONALD ROAD,EAST BOUND,26000,E,23000,3600,E,18%,"41,000",N/A,N/A,4.2%,+/-1.5%,2015,"23,000* (16% 3,600*) EAST BOUND"
247,160032,-37.79553,144.898767,318,8255, GEELONG ROAD btwn DROOP STREET & BALLARAT ROAD,NORTH EAST BOUND,9600,E,8600,470,E,6%,"17,000",N/A,N/A,1.6%,+/-1.2%,2015,"8,600* (5% 470*) NORTH EAST BOUND"
248,160035,-37.788961,144.938011,503,8338, RACECOURSE ROAD btwn WESTERN LINK TOLLWAY & WESTERN LINK TOLLWAY,EAST BOUND,18000,E,16000,890,E,6%,"32,000",N/A,N/A,-0.2%,+/-0.2%,2015,"16,000* (5% 890*) EAST BOUND"
249,160086,-37.453231,143.533307,690,345, WESTERN HIGHWAY btwn OLINDA STREET & WESTERN FREEWAY,EAST BOUND,2900,E,3100,840,E,33%,"6,400",N/A,N/A,2%,+/-1.1%,2015,"3,100* (27% 840*) EAST BOUND"
250,160090,-37.517391,143.82862,691,356, WESTERN FREEWAY btwn GILLIES STREET & WESTERN HIGHWAY Onramp,EAST BOUND,5400,E,5800,1300,E,29%,"11,000",N/A,N/A,2.1%,+/-0.3%,2015,"5,800* (24% 1,300*) EAST BOUND"
251,160094,-37.559829,143.920152,348,364, WESTERN FREEWAY btwn BALLARAT-BURRUMBEET ROAD & WESTERN HIGHWAY,EAST BOUND,8100,E,8600,1700,E,25%,"17,000",N/A,N/A,1.8%,+/-0.3%,2015,"8,600* (21% 1,700*) EAST BOUND"
252,160099,-37.589787,144.232642,156,375, WESTERN FREEWAY btwn WESTERN HIGHWAY Onramp & WESTERN HIGHWAY Offramp,EAST BOUND,9900,E,10000,1500,E,18%,"20,000",N/A,N/A,3%,+/-0.3%,2015,"10,000* (15% 1,500*) EAST BOUND"
253,160104,-37.655018,144.370807,354,384, WESTERN FREEWAY btwn WESTERN HIGHWAY Onramp & WESTERN HIGHWAY Onramp,SOUTH EAST BOUND,11000,E,11000,1800,E,20%,"22,000",N/A,N/A,1.8%,+/-0.2%,2015,"11,000* (16% 1,800*) SOUTH EAST BOUND"
254,160108,-37.743668,144.696809,543,403, WESTERN FREEWAY btwn WESTERN HIGHWAY Offramp & HOPKINS ROAD,EAST BOUND,31000,E,28000,2700,E,11%,"54,000",N/A,N/A,4.2%,+/-0.3%,2015,"28,000* (10% 2,700*) EAST BOUND"
255,160112,-37.770379,144.795861,705,413, BALLARAT ROAD btwn WESTERN RING ROAD & WESTERN RING ROAD Offramp,EAST BOUND,26000,E,24000,1000,E,5%,"49,000",N/A,N/A,0.9%,+/-0.5%,2015,"24,000* (4% 1,000*) EAST BOUND"
256,160116,-37.782143,144.867162,709,422, BALLARAT ROAD btwn ASHLEY STREET & CHURCHILL AVENUE,EAST BOUND,14000,A,13000,730,E,6%,"32,000","1,200",810,0.1%,+/-0.3%,2015,"13,000 (5% 730*) EAST BOUND"
257,160161,-36.163322,144.731004,932,528, NORTHERN HIGHWAY btwn MCSWAIN ROAD & ECHUCA-MITIAMO ROAD,SOUTH BOUND,3000,A,3200,430,A,17%,"6,300",220,290,1.7%,+/-0.3%,2015,"3,200 (14% 430*) SOUTH BOUND"
258,160166,-36.497733,144.609038,1120,536, MARGARET STREET btwn RAILWAY PLACE & MIDLAND HIGHWAY,EAST BOUND,1800,E,1900,340,E,21%,"3,700",N/A,N/A,2%,+/-0.5%,2015,"1,900* (17% 340*) EAST BOUND"
259,160170,-36.931572,144.714688,1123,545, HIGH STREET btwn MITCHELL STREET & NORTHERN HIGHWAY,SOUTH EAST BOUND,2800,E,3000,520,E,21%,"5,900",N/A,N/A,1.5%,+/-0.6%,2015,"3,000* (17% 520*) SOUTH EAST BOUND"
260,160174,-37.419734,144.978877,937,560, HIGH STREET btwn WATSON STREET & NORTHERN HIGHWAY,SOUTH BOUND,7800,E,8300,960,E,14%,"17,000",N/A,N/A,6.5%,+/-1.4%,2015,"8,300* (12% 960*) SOUTH BOUND"
261,160202,-37.075472,147.602643,1493,650, OMEO HIGHWAY btwn BENAMBRA ROAD & MCNAMARA ROAD,SOUTH BOUND,220,E,240,50,E,25%,470,N/A,N/A,0.4%,+/-1.3%,2015,240* (21% 50*) SOUTH BOUND
262,160206,-38.037351,145.248431,1145,666, SOUTH GIPPSLAND HIGHWAY btwn SOUTH GIPPSLAND FREEWAY Offramp & SOUTH GIPPSLAND FREEWAY Onramp,SOUTH EAST BOUND,19000,E,17000,1100,E,8%,"37,000",N/A,N/A,1%,+/-0.9%,2015,"17,000* (7% 1,100*) SOUTH EAST BOUND"
263,160210,-38.160339,145.318712,1496,674, SOUTH GIPPSLAND HIGHWAY btwn FISHERIES ROAD & CLYDE-FIVE WAYS ROAD,SOUTH BOUND,8500,E,7700,1000,E,16%,"14,000",N/A,N/A,2%,+/-0.5%,2015,"7,700* (14% 1,000*) SOUTH BOUND"
264,160213,-38.377384,145.731556,1148,689, SOUTH GIPPSLAND HIGHWAY btwn ELIZABETH STREET & LANG LANG-POOWONG ROAD,SOUTH EAST BOUND,2500,E,2600,360,E,17%,"5,100",N/A,N/A,2.5%,+/-0.9%,2015,"2,600* (14% 360*) SOUTH EAST BOUND"
265,160218,-38.476151,145.946499,774,697, MCCARTIN STREET btwn BLAIR STREET & ANDERSON STREET,WEST BOUND,6700,E,7100,620,E,11%,"14,000",N/A,N/A,1.5%,+/-0.3%,2015,"7,100* (9% 620*) WEST BOUND"
266,160221,-38.576643,146.020591,1501,705, WHITELAW STREET btwn GREAVES STREET & MIRBOO NORTH-MEENYAN ROAD,EAST BOUND,1500,E,1600,210,E,16%,"3,300",N/A,N/A,1.9%,+/-1.1%,2015,"1,600* (13% 210*) EAST BOUND"
267,160223,-38.663105,146.413881,966,713, SOUTH GIPPSLAND HIGHWAY btwn MAIN STREET & BARRY ROAD,EAST BOUND,930,E,990,360,E,45%,"2,000",N/A,N/A,1.9%,+/-0.4%,2015,990* (36% 360*) EAST BOUND
268,160225,-38.554845,146.678912,780,721, COMMERCIAL ROAD btwn CARPENTER STREET & DEVON STREET,NORTH EAST BOUND,1600,E,1700,150,E,11%,"3,700",N/A,N/A,1.1%,+/-0.5%,2015,"1,700* (9% 150*) NORTH EAST BOUND"
269,160228,-38.116023,147.068125,1158,729, YORK STREET btwn FOSTER STREET & SOUTH GIPPSLAND HIGHWAY,NORTH BOUND,3600,E,3800,230,E,8%,"7,500",N/A,N/A,2%,+/-1%,2015,"3,800* (6% 230*) NORTH BOUND"
270,160239,-34.186371,142.160848,787,755, DEAKIN AVENUE btwn ELEVENTH STREET EAST & SEVENTH STREET,NORTH EAST BOUND,6500,E,6900,390,E,7%,"13,000",N/A,N/A,0.4%,+/-0.5%,2015,"6,900* (6% 390*) NORTH EAST BOUND"
271,160242,-36.166845,143.943169,1516,763, LODDON VALLEY HIGHWAY btwn BOORT-PYRAMID ROAD & BOORT-MITIAMO ROAD,SOUTH BOUND,990,E,1000,260,E,31%,"2,000",N/A,N/A,2.9%,+/-0.5%,2015,"1,000* (25% 260*) SOUTH BOUND"
272,160245,-36.752314,144.259554,1518,771, EAGLEHAWK ROAD btwn CREETH STREET & MARONG ROAD,SOUTH BOUND,6900,E,7300,650,E,11%,"15,000",N/A,N/A,1.1%,+/-0.5%,2015,"7,300* (9% 650*) SOUTH BOUND"
273,160248,-37.885011,144.998227,1173,783, NEPEAN HIGHWAY btwn BRIGHTON ROAD & RUSDEN STREET,SOUTH EAST BOUND,37000,E,34000,1000,E,4%,"69,000",N/A,N/A,-0.1%,+/-0.2%,2015,"34,000* (3% 1,000*) SOUTH EAST BOUND"
274,160252,-37.92486,145.026658,984,793, NEPEAN HIGHWAY btwn PATTERSON ROAD & CUMMINS ROAD,SOUTH EAST BOUND,39000,E,35000,1900,E,6%,"70,000",N/A,N/A,-0.1%,+/-0.3%,2015,"35,000* (5% 1,900*) SOUTH EAST BOUND"
275,160256,-37.964483,145.056942,795,800, NEPEAN HIGHWAY btwn CHESTERVILLE ROAD & CENTRE DANDENONG ROAD,SOUTH BOUND,35000,A,32000,1300,E,5%,"62,000","1,900","3,000",0.4%,+/-0.3%,2015,"32,000 (4% 1,300*) SOUTH BOUND"
276,160260,-38.05592,145.117549,800,808, NEPEAN HIGHWAY btwn EDITHVALE ROAD & THOMPSON ROAD,SOUTH BOUND,11000,E,10000,350,E,4%,"20,000",N/A,N/A,-1.5%,+/-1%,2015,"10,000* (3% 350*) SOUTH BOUND"
277,160263,-38.207192,145.073672,990,818, NEPEAN HIGHWAY btwn MT ELIZA WAY & BUNGOWER ROAD,SOUTH WEST BOUND,19000,E,17000,1200,E,8%,"34,000",N/A,N/A,1.3%,+/-0.4%,2015,"17,000* (7% 1,200*) SOUTH WEST BOUND"
278,160267,-38.303475,145.031566,992,826, MORNINGTON-FLINDERS ROAD btwn NEPEAN HIGHWAY & MORNINGTON PENINSULA ROUTE Offramp,SOUTH BOUND,7200,E,6400,660,E,12%,"12,000",N/A,N/A,0.6%,+/-0.2%,2015,"6,400* (10% 660*) SOUTH BOUND"
279,160270,-36.32278,142.995235,1183,835, BORUNG HIGHWAY btwn JEFFCOTT STREET & DONALD-SWANHILL ROAD,NORTH BOUND,330,E,350,80,E,28%,690,N/A,N/A,2.2%,+/-1%,2015,350* (23% 80*) NORTH BOUND
280,160274,-35.402125,142.438929,809,846, CHAMBERLAIN STREET btwn GOUDIE STREET & SUNRAYSIA HIGHWAY,SOUTH BOUND,270,E,280,90,E,42%,550,N/A,N/A,5.5%,+/-1%,2015,280* (34% 90*) SOUTH BOUND
281,160277,-35.985157,142.916842,811,854, SUNRAYSIA HIGHWAY btwn CAMPBELL STREET & MC GRATH STREET,SOUTH BOUND,180,E,190,30,E,20%,420,N/A,N/A,-0%,+/-1%,2015,190* (17% 30*) SOUTH BOUND
282,160281,-36.374356,142.986354,1537,862, WOODS STREET btwn AITKEN AVENUE & SUNRAYSIA HIGHWAY,SOUTH EAST BOUND,840,E,890,160,E,23%,"1,800",N/A,N/A,-2.5%,+/-2.2%,2015,890* (19% 160*) SOUTH EAST BOUND
283,160284,-37.079862,143.471126,1190,872, HIGH STREET btwn UNNAMED & HIGH STREET,SOUTH BOUND,680,E,720,150,E,26%,"1,500",N/A,N/A,2.5%,+/-0.3%,2015,720* (21% 150*) SOUTH BOUND
284,160287,-38.478552,145.470499,817,915, BASS HIGHWAY btwn BASS HIGHWAY & CORINELLA ROAD,SOUTH BOUND,3600,E,3800,410,E,13%,"7,600",N/A,N/A,-0.6%,+/-2.2%,2015,"3,800* (11% 410*) SOUTH BOUND"
285,160291,-38.626012,145.72737,1195,952, GOROKE STREET btwn INVERLOCH-LEONGATHA ROAD & INVERLOCH-KONGWAK ROAD,EAST BOUND,2100,E,2200,190,E,10%,"4,600",N/A,N/A,2.9%,+/-0.6%,2015,"2,200* (8% 190*) EAST BOUND"
286,160295,-37.816962,145.189538,1007,1030, WHITEHORSE ROAD btwn MITCHAM ROAD & ROOKS ROAD,EAST BOUND,21000,A,19000,1100,E,7%,"45,000","1,100","1,700",-3.1%,+/-0.7%,2015,"19,000 (6% 1,100*) EAST BOUND"
287,160299,-37.800348,145.2507,1010,1038, WHITEHORSE ROAD btwn OBAN ROAD & DUBLIN ROAD,NORTH EAST BOUND,26000,E,23000,1200,E,6%,"46,000",N/A,N/A,1.9%,+/-0.9%,2015,"23,000* (5% 1,200*) NORTH EAST BOUND"
288,160302,-37.760524,145.338594,1203,1047, MAROONDAH HIGHWAY btwn JOHN STREET & MOOROOLBARK ROAD,NORTH EAST BOUND,16000,E,15000,870,E,7%,"28,000",N/A,N/A,-0%,+/-0.2%,2015,"15,000* (6% 870*) NORTH EAST BOUND"
289,160304,-37.735994,145.375618,1013,1056, MAROONDAH HIGHWAY btwn STATION STREET & MAROONDAH HIGHWAY,NORTH BOUND,9100,E,8200,730,E,10%,"16,000",N/A,N/A,0.4%,+/-0.2%,2015,"8,200* (9% 730*) NORTH BOUND"
290,160307,-37.653546,145.518114,1014,1065, NICHOLSON STREET btwn WILSON STREET & GREEN STREET,EAST BOUND,5000,E,4500,340,E,9%,"9,000",N/A,N/A,0.9%,+/-0.2%,2015,"4,500* (7% 340*) EAST BOUND"
291,160311,-37.18737,145.700616,834,1073, AITKIN STREET btwn MAROONDAH HIGHWAY & DOWNEY STREET,NORTH WEST BOUND,1700,E,1800,240,E,17%,"3,500",N/A,N/A,1.5%,+/-1.8%,2015,"1,800* (14% 240*) NORTH WEST BOUND"
292,160315,-37.051663,146.085638,836,1084, HIGH STREET btwn HIGHETT STREET & HIGH STREET,EAST BOUND,1800,E,1900,200,E,13%,"3,800",N/A,N/A,3.9%,+/-0.8%,2015,"1,900* (11% 200*) EAST BOUND"
293,160319,-38.154858,144.362923,1020,1095, MCKILLOP STREET btwn SWANSTON STREET & YARRA STREET,EAST BOUND,7100,E,7600,1200,E,20%,"15,000",N/A,N/A,1.3%,+/-0.2%,2015,"7,600* (16% 1,200*) EAST BOUND"
294,160328,-38.189635,144.466611,1214,1100, QUEENSCLIFF ROAD btwn WALLINGTON ROAD & MOOLAP STATION ROAD,EAST BOUND,13000,E,14000,510,E,4%,"27,000",N/A,N/A,2%,+/-0.3%,2015,"14,000* (3% 510*) EAST BOUND"
295,160331,-37.091084,143.480206,1220,1117, BRIDPORT STREET btwn HIGH STREET & PYRENEES HIGHWAY,EAST BOUND,580,E,620,120,E,24%,"1,200",N/A,N/A,2%,+/-0.5%,2015,620* (20% 120*) EAST BOUND
296,160048,-38.187617,146.284427,510,156, PRINCES FREEWAY EAST btwn JOHN FIELD DRIVE & PRINCES FREEWAY EAST Town Bound,SOUTH BOUND,1900,E,2000,250,E,15%,"4,000",N/A,N/A,1.8%,+/-0.3%,2015,"2,000* (12% 250*) SOUTH BOUND"
297,160052,-38.209379,146.320488,513,245, PRINCES FREEWAY EAST btwn PRINCES FREEWAY EAST & PRINCES HIGHWAY EAST Offramp,SOUTH WEST BOUND,1900,E,2000,250,E,15%,"4,000",N/A,N/A,1.8%,+/-0.3%,2015,"2,000* (12% 250*) SOUTH WEST BOUND"
298,160070,-36.345775,140.975739,140,300, WESTERN HIGHWAY btwn WESTERN HIGHWAY Start & SERVICETON NORTH-TELOPEA DOWNS ROAD,EAST BOUND,1300,E,1300,530,E,48%,"2,700",N/A,N/A,2.6%,+/-0.6%,2015,"1,300* (39% 530*) EAST BOUND"
299,160074,-36.333299,141.655392,525,309, NELSON STREET btwn VICTORIA STREET & QUEEN STREET,EAST BOUND,1500,E,1600,580,E,45%,"3,200",N/A,N/A,-1.5%,+/-1.4%,2015,"1,600* (36% 580*) EAST BOUND"
300,160077,-36.578833,142.116285,145,318, WESTERN HIGHWAY btwn HORSHAM ROAD & DIMBOOLA ROAD,SOUTH BOUND,2000,E,2200,700,E,39%,"4,500",N/A,N/A,1.5%,+/-1%,2015,"2,200* (32% 700*) SOUTH BOUND"
301,160081,-36.736684,142.209463,528,327, STAWELL ROAD btwn HAMILTON ROAD & STAWELL ROAD,SOUTH EAST BOUND,5000,E,5300,1100,E,27%,"11,000",N/A,N/A,2.1%,+/-0.6%,2015,"5,300* (22% 1,100*) SOUTH EAST BOUND"
302,160084,-37.085061,142.78328,531,336, WESTERN HIGHWAY btwn SAUNDERS ROAD & ARARAT-STAWELL ROAD,SOUTH EAST BOUND,2600,E,2800,930,E,41%,"5,600",N/A,N/A,1.2%,+/-0.8%,2015,"2,800* (33% 930*) SOUTH EAST BOUND"
303,159914,-38.130499,144.351038,306,7550, MELBOURNE ROAD btwn CHURCH STREET & BELL PARADE,NORTH BOUND,25000,E,27000,4400,E,20%,"49,000",N/A,N/A,-1.4%,+/-1.1%,2015,"27,000* (16% 4,400*) NORTH BOUND"
304,159918,-38.049463,144.40024,103,7727, PRINCES FREEWAY WEST btwn PRINCES HIGHWAY WEST Onramp & PRINCES FREEWAY WEST,NORTH EAST BOUND,23000,E,25000,3000,E,15%,"25,000",N/A,N/A,1.7%,+/-0.2%,2015,"25,000* (12% 3,000*) NORTH EAST BOUND"
305,159925,-37.980722,144.535552,310,7810, PRINCES FREEWAY WEST btwn POINT WILSON-PRINCES IN RAMP & PRINCES HIGHWAY WEST Onramp,NORTH EAST BOUND,24000,E,25000,3500,E,17%,"51,000",N/A,N/A,1.7%,+/-0.2%,2015,"25,000* (14% 3,500*) NORTH EAST BOUND"
306,159928,-37.911067,144.683389,498,7885, PRINCES FREEWAY WEST btwn DUNCANS ROAD & PRINCES HIGHWAY WEST Onramp,EAST BOUND,36000,A,32000,3500,E,12%,"64,000","3,300","2,100",3.2%,+/-0.3%,2015,"32,000 (11% 3,500*) EAST BOUND"
307,159932,-37.822982,144.826896,663,8135, GEELONG ROAD btwn PRINCES FREEWAY WEST & GRIEVE PARADE,EAST BOUND,29000,A,26000,4000,E,18%,"50,000","2,400","1,700",2.5%,+/-0.3%,2015,"26,000 (16% 4,000*) EAST BOUND"
308,159937,-37.797708,144.894654,317,8245, GEELONG ROAD btwn BARKLY STREET & DROOP STREET,NORTH EAST BOUND,13000,E,11000,840,E,8%,"22,000",N/A,N/A,0.8%,+/-0.5%,2015,"11,000* (7% 840*) NORTH EAST BOUND"
309,159941,-37.788904,144.937485,118,8330, RACECOURSE ROAD btwn WESTERN LINK TOLLWAY Offramp & WESTERN LINK TOLLWAY,EAST BOUND,18000,E,16000,890,E,6%,"32,000",N/A,N/A,-0.2%,+/-0.2%,2015,"16,000* (5% 890*) EAST BOUND"
310,159957,-38.188108,146.238281,509,145, PRINCES FREEWAY EAST btwn PRINCES HIGHWAY EAST Onramp & MOUNTAIN GLEN DRIVE,SOUTH BOUND,1900,E,2000,250,E,15%,"4,000",N/A,N/A,1.8%,+/-0.3%,2015,"2,000* (12% 250*) SOUTH BOUND"
311,159961,-38.209208,146.320639,325,235, PRINCES FREEWAY EAST btwn PRINCES FREEWAY EAST & PRINCES FREEWAY EAST,SOUTH WEST BOUND,1900,E,2000,250,E,15%,"4,000",N/A,N/A,1.8%,+/-0.3%,2015,"2,000* (12% 250*) SOUTH WEST BOUND"
312,159992,-36.380978,141.254069,522,303, COMMERCIAL STREET btwn WEBB STREET & WESTERN HIGHWAY,EAST BOUND,1700,E,1800,660,E,44%,"3,900",N/A,N/A,2.6%,+/-0.7%,2015,"1,800* (36% 660*) EAST BOUND"
313,159377,-37.899337,141.121018,88,6899, PRINCES HIGHWAY WEST btwn PRINCES HIGHWAY WEST Start & ASCOT STREET,EAST BOUND,880,E,930,290,E,39%,"1,800",N/A,N/A,3.5%,+/-1.1%,2015,930* (32% 290*) EAST BOUND
314,159997,-36.453632,142.052684,144,317, WESTERN HIGHWAY btwn BORUNG HIGHWAY & HORSHAM ROAD,SOUTH EAST BOUND,1500,E,1600,480,E,37%,"3,300",N/A,N/A,1%,+/-0.7%,2015,"1,600* (30% 480*) SOUTH EAST BOUND"
315,160005,-36.803025,142.331151,687,330, WESTERN HIGHWAY btwn BALLYGLUNIN ROAD & GATES ROAD,SOUTH EAST BOUND,2400,E,2500,740,E,35%,"5,100",N/A,N/A,2%,+/-0.3%,2015,"2,500* (29% 740*) SOUTH EAST BOUND"
316,159380,-38.315675,142.74954,291,7086, PRINCES HIGHWAY WEST btwn GREAT OCEAN ROAD & AYRESFORD ROAD,NORTH EAST BOUND,1800,A,1900,230,E,15%,"3,700",140,170,1.1%,+/-0.3%,2015,"1,900 (12% 230*) NORTH EAST BOUND"
317,160001,-36.714202,142.204911,343,322, MCPHERSON STREET btwn BAILLIE STREET & WILSON STREET,SOUTH BOUND,5100,E,5400,1300,E,30%,"11,000",N/A,N/A,1.8%,+/-0.2%,2015,"5,400* (24% 1,300*) SOUTH BOUND"
318,160009,-37.2835,142.941048,689,339, HIGH STREET btwn PYRENEES HIGHWAY & WESTERN HIGHWAY,EAST BOUND,2800,E,3000,900,E,37%,"5,800",N/A,N/A,3.2%,+/-0.9%,2015,"3,000* (30% 900*) EAST BOUND"
319,160013,-37.51555,143.816843,535,355, WESTERN FREEWAY btwn WESTERN HIGHWAY Onramp & GILLIES STREET,EAST BOUND,5400,E,5800,1300,E,29%,"11,000",N/A,N/A,2.1%,+/-0.3%,2015,"5,800* (24% 1,300*) EAST BOUND"
320,160017,-37.556516,143.914279,695,363, WESTERN FREEWAY btwn WESTERN HIGHWAY Onramp & BALLARAT-BURRUMBEET ROAD,SOUTH EAST BOUND,5900,E,6300,1600,E,32%,"12,000",N/A,N/A,2.4%,+/-0.4%,2015,"6,300* (26% 1,600*) SOUTH EAST BOUND"
321,160025,-37.634235,144.357244,353,383, WESTERN FREEWAY btwn WESTERN HIGHWAY Offramp & WESTERN HIGHWAY Onramp,EAST BOUND,10000,E,11000,1600,E,18%,"22,000",N/A,N/A,2.6%,+/-0.3%,2015,"11,000* (15% 1,600*) EAST BOUND"
322,160021,-37.584078,144.150547,538,372, WESTERN FREEWAY btwn WESTERN HIGHWAY Onramp & WESTERN HIGHWAY Offramp,EAST BOUND,9100,A,9700,1500,A,20%,"20,000",590,830,2.4%,+/-0.4%,2015,"9,700 (16% 1,500*) EAST BOUND"
323,160029,-37.735643,144.673839,542,402, WESTERN FREEWAY btwn LEAKES ROAD & WESTERN HIGHWAY Offramp,EAST BOUND,33000,E,29000,2500,E,10%,"55,000",N/A,N/A,3.7%,+/-0.3%,2015,"29,000* (9% 2,500*) EAST BOUND"
